Professor Name,Rating,Comment
Owen Astrachan,4.2,By far one of the best (and probably easiest) classes I took. I could have gone by without going to lectures but I didn't want to miss a single one of them. Definitely take a class with him if you can!
Owen Astrachan,4.2,"For a pass-fail class, Astrachan clearly knows how to make students want to attend every lecture! He organizes speakers a lot and has them talk about their experience in the field and lets students ask questions, and as for course content he's very knowledgeable and his years of experience are very apparent. Take any class you can with Astrachan!"
Owen Astrachan,4.2,"243 is a S/U course where you basically do leetcode problems. Super helpful for SWE internship interviews, and Professor Astrachan brought in guest speakers who work at FAANG-type companies that shared their experiences. I would recommend doing more than the problems he assigns in class if you really want to get good at interview problems. "
Owen Astrachan,4.2,"Very good professor. He was the best professor I've taken so far at Duke, and he gives great lectures. CS201 was not very difficult, especially if you had any java experience. If you are an engineer debating EGR103L or CS201, definitely take this course! I will absolutely take more courses with Owen if possible."
Owen Astrachan,4.2,Best professor I've taken during my four years of Duke.
Owen Astrachan,4.2,"All lectures recorded and he gives many retake options. If you fully understand every lecture and do the exams and apts, definitely will take away something useful from this class. But definitely there is a way to get an A without learning anything. Need to attend discussion sessions."
Owen Astrachan,4.2,"Compsci 201 was one of the best classes I had last semester. The class was not stressful at all. The TAs are also extremely helpful and the lectures are engaging. (If you've never used Java before, the first 2 weeks might be a little confusing but you'll get the hang of it. You will not need the Zybook)"
Owen Astrachan,4.2,"Don't bother buying zybook. His lectures were good, but often felt long and tiring. The small midterms and the final were easy and low stress. The projects were pretty difficult and confusing, but TAs had a lot of office hours. The APTs and APT quizzes weren't too bad. Ola was extremely flexible, but don't procrastinate the projects or the APTs."
Owen Astrachan,4.2,"Professor Astrachan is amazing. His lectures can be funny and he ties in real-world scenarios. His structure of doing multiple exams as opposed to a couple of midterms greatly reduces the pressure in the class. Don't bother to waste money on the textbook for 201, he explains everything in lecture."
Owen Astrachan,4.2,"Ola is great. Expectations throughout the course are very clear and there are a million ways to get an A. If you're interested in compsci, this class will teach you all of its foundations."
Owen Astrachan,4.2,This class is an easy A but I learned nothing. Ola is a nice guy but he's just not a very organized or understandable lecturer. You won't get to know grade boundaries at the end too so good luck estimating your grade. I actually think it's theoretically possible to not know how to code at all and still pass this class. Discussions were fun tho.
Owen Astrachan,4.2,"If you have any prior Java experience whatsoever, COMPSCI201 will be incredibly easy for you. Projects/exams are very straightforward, every assignment is open-notes/open-Internet, and there's loads of extra credit (can take every exam twice, lots of make-up problem sets, etc). Ola is a great lecturer - you will get so much out of this class."
Owen Astrachan,4.2,"Ola is a very outgoing professor and gives many opportunities to boost your grade. Knowing basic Java syntax at the start of the semester is important so you don't fall behind. However, the class does not prepare you enough to answer medium-level SWE questions."
Owen Astrachan,4.2,"Class is very easy, but my problem is that you do not learn much. Projects are busy work and do not teach anything. Lectures are extremely vague and do not cover content in-depth, leaving students unprepared for intermediate-level interview questions. Does not tell students grade cutoffs, even at the end. Ask to take the skip test if you can."
Owen Astrachan,4.2,"Fantastic! Ola really knows his stuff and is a giant in the field of computer science. Great lectures! Everyone should take 201 with Ola if possible. Grading system is well laid out from the beginning of the semester, and if you complete every assignment, it is difficult to not get an A. Helps to have some knowledge of Java before but not a must."
Alberto Bartesaghi,4,"Computational Imaging was a really interesting course that touched on a variety of imaging topics. We had 6 coding homeworks and 3 quizzes. The lowest for each was dropped. If you have python/numpy experience, the homework shouldn't be difficult (and we worked in pairs). Prof. Bartesaghi was good at making the class applicable to the real world."
Alberto Bartesaghi,4,"CS 290 Comp. Imaging was fun & useful, and he's a great lecturer who takes questions and re-explains tough stuff when asked (he responds well to feedback!). Hw/quiz difficulty depends on your experience with Python and math. If you're confident in either one, you'll learn a lot and it won't be too challenging. If you know neither, it will be tough!"
Robert Calderbank,4.6,"Not the best at explaining concepts but is extremely nice. He is super helpful in office hours, which is great considering how difficult his homeworks and exams are."
Robert Calderbank,4.6,"super wholesome, caring math professor. pioneer/expert in his field. read the textbook and watch the lectures before class. very smart guy and expects you to understand at first glance and doesn't explain more unless you ask (in which case he explains very well)"
Robert Calderbank,4.6,"501 is incredibly difficult, but Professor Calderbank is very helpful during office hours. The material of the class goes well beyond what I anticipated, though almost all of the material is exciting to learn about."
Robert Calderbank,4.6,"This will be the most difficult class you take at Duke. You do coding theory (including quantum error correction), lattices, and algebraic number theory among other things alongside groups, rings, and fields. The course moves rapidly at a high level of abstraction and you are expected to understand the material entirely upon first seeing it."
Robert Calderbank,4.6,"Difficult, b prepared 2 grind every 2 weeks when problem sets are due (find a group). Only a midterm and final, both takehome. Calderbank is rly nice and his office hours are v helpful. If ur struggling, read textbook + watch past lecture recordings b4 class. Class taught with a lot of CS applications based on his research, cool if ur cs/math"
Robert Calderbank,4.6,"Best mathematics professor at Duke, or anywhere really..."
Robert Calderbank,4.6,"Like others said, he cares a TON for every student in his class. However, his lectures often feel unmotivated; he doesn't give context for definitions, nor does he give clear visuals. He assumes you already know the material prior to his lecture, which makes him hard to follow (unless you read the book!). But, workload (mostly in groups) is average"
Robert Calderbank,4.6,"Just the sweetest person I've ever met. A really good teacher who cares about his students. Some lectures go really fast, be prepared to work hard and focus 100% in class. He's extremely friendly and very approachable."
Robert Calderbank,4.6,"Calderbank is one of the best mathematicians at Duke. With an illustrious track record of producing solid contributions to various research fields (coding theory, quantum computing, etc.) and leading various policy initiatives (at AT&T Bell Labs and the Rhodes Information Initiative, etc.), he has a mind and style for all students to learn from."
Robert Calderbank,4.6,"Wonderful and inspiring professor. Brilliant. Huge reputation. Class based on his notes composed of 20 or so lectures. Not your typical abstract algebra course--there is an emphasis on algebraic applications to coding theory, binary fields, and sphere-packing. Expect to prepare homework problems for every class. 50% HW, 50% take-home final"
Jeffery Chase,4.1,He can go off on tangents during lectures sometimes and get into material that is out of scope of the class and even though the content can be very dense at times he does a pretty good job at breaking it down. He is super nice and approachable and also really cares about his students learning. I would take a class with Prof Chase if you can. 
Jeffery Chase,4.1,"This was his first time teaching 210, so there were some hurdles, but besides his tests, I thought Chase was a really great professor. He really tried to make the material interesting and relatable, and he equips you with tons of resources to guarantee success. His midterms weren't the most fair, but he didn't give us a final, so I forgive him :)."
Jeffery Chase,4.1,"This class is pretty tough, but Chase is a nice guy and excellent professor who rubs some of his excitement about operating systems and software off on you. The material is dry by nature, but I thought most of the projects were fun. He is terrible at designing tests for some reason, so if he just had someone else do that he would be easy 5 stars."
Jeffery Chase,4.1,"Professor Chase is kind and easygoing, and was effective at conveying some of the core ideas of distributed systems without getting tied up in the details. Lectures can sometimes get a little bit rambly, but he grades pretty easily."
Jeffery Chase,4.1,"One of the better Duke CS lecturers. He's pretty good at explaining things, although he can get kind of salty (and funny) on Piazza."
Jeffery Chase,4.1,"A lot of work. Takes a long time to do the labs. But the labs are not hard for the most part. That is, if you just put the time in, you will eventually get the points..."
Jeffery Chase,4.1,"Graded on weekly lab projects that take up a ton of time. I spent 10-20 hours every week doing them. Dr. Chase is nice enough but he wasn't very responsive on Piazza until end of the semester. Luckily there were a lot of helpful ""unofficial TAs"" helping out fellow students."
Jeffery Chase,4.1,"There are labs every week so its very lab heavy and most of the labs with the exception of 3 are difficult and time consuming. It isn't necessary to watch lecture, its only applicable to the lecture quizzes. There are labs that are considered ""optional"" but they are not. His late penalty is very generous as long as you put in the work."
Jeffery Chase,4.1,Professor Chase is a pretty good lecturer and is fairly accessible outside of class. He elaborately explains confusing concepts.
Jeffery Chase,4.1,"I liked Professor Chase's lecture style very much, he laid out complex material in a very straightforward and understandable way. While the workload was heavy (the projects take a long time), it was worth it because I learned a lot and enjoyed the material."
Jeffery Chase,4.1,"Prof. Chase really made Operating Systems a fun class to take. Admittedly, I may be a bit biased as I found the subject matter incredibly interesting but even my friends who aren't huge fans of the subject found the lectures engaging. The workload is pretty manageable for the most part; the only time I ever felt kinda swamped was the threads lab."
Jeffery Chase,4.1,"I really liked 310 with Chase. His lectures were clear and interesting in spite of the sometimes dry or complex material. He's accessible and active on Piazza, and tries his best to help with the labs. The labs are really interesting, if tough at times, but are great and realistic applications of the material and good interview talking points!"
Jeffery Chase,4.1,"Chase is someone that takes some time to get used to. I went to lecture, but often found the lecture recordings more useful as I could pause when he went too quickly.  The projects in this class take a good amount of time, but are doable if you start early and ask for help. Exams are difficult, but Chase was VERY fair in his grading."
Jeffery Chase,4.1,"Chase is a great professor. He tries to make the dry material more engaging and interesting, and takes student feedback into consideration for grading. It's unfortunate that CS310 at Duke is a poorly structured class. Lectures are hard to follow, and because there is no formally assigned textbook the class is skewed towards auditory learners."
Jeffery Chase,4.1,"I enjoyed his class. Jumps around a lot in lectures. Tries to make dry material interesting with stories, and while his tests are hard, he gives lots of partial credit. Great personality and very helpful in office hours. It's not his fault that the autograder takes a long time, you'll get that no matter which professor you take the class with."
Jeffery Chase,4.1,Took two classes with him and really enjoyed both. His lecturers are eye-opening and introduce research aspects in industry-related topics. Great learning experience.
Jeffery Chase,4.1,Jeffery is a great lecturer and an interesting guy to take a class from. He likes to illustrate the narrative of the researchers as they uncovered some break-through technology in distributed systems. He has a quirky personality and is more than happy to talk things over with you.
Jeffery Chase,4.1,"Although some students followed along well, I felt that the instruction was not explicit. Instead of teaching concepts block by block for students, it was almost like Chase was simply talking about or having a conversation about concepts for the lecture period, letting his lecture wander with his thoughts. If that works for you, go for this class"
Jeffery Chase,4.1,Learned a lot
Jeffery Chase,4.1,"Chase is a really sweet, nerdy, humorous guy. I respect him a lot as a person. However, I really feel that 310 was hard to follow. He loves to jump around in his slides, and after 5 minutes, you'll think ""What is he trying to say..."" The way he lectures is scattered tho u can watch lectures online. But, most ppl really question how much they learn"
Bruce Randall Donald,2.4,"Not difficult per se to get an A/B, but homeworks and projects take a lot of time. 3 exams are 65% of your grade - not super hard but rely on your ability to reason. Not enough practice given for exams; homeworks, lectures, projects, and exams are often unrelated. TAs are helpful but don't always know the answers. Bruce rambles and loves to talk."
Bruce Randall Donald,2.4,"Don't understand the negative reviews. This class was challenging but fair. Extra credit on projects, regrade requests, and office hours made this course manageable. Some lectures were unnecessarily complicated, but the review sessions, ed posts, recitation, prepared me for the content of exams. I would have liked lecture to line up more w exams."
Bruce Randall Donald,2.4,"Attending OH (and finding a good partner) is a must for Problem Sets (even though some TAs don't know the answer). Bruce is a giant in his field, but lectures often go over your head and differ from exams. Lots of learning done through recitation/hw. Class is curved so that everyone who participates/does hw gets an A or B, and the mean is a B+/A-"
Bruce Randall Donald,2.4,"Material is interesting and TAs were wonderful, but Donald's in-person lectures are unintelligible - the only way I learned anything was his recorded Zoom lectures on YouTube - and I left feeling unprepared in terms of proof-writing and algorithm analysis for 330. Insane midterms, easy final, huge end-of-semester curve. Get a good PSET partner."
Bruce Randall Donald,2.4,OH are a must if you want to do well on the short assignments and problem sets. There were a handful of great (and not so great) TAs. Bruce was very unhelpful and often taught material irrelevant to the exams.
Bruce Randall Donald,2.4,"Material is not the worst but is taught in the most inaccessible fashion with lectures above the needed level. TAs do not understand the content, office hours do not help, and Professor Donald is rather condescending. He is so afraid of cheating that any questions to him are never answered and invoke a sarcastic rudeness. "
Bruce Randall Donald,2.4,"Very knowledgeable and lectures on great topics, though they can be hard to understand. This does not pair well with his superior attitude, often mocking students in his replies. Manageable assignments if you start early enough, though it will be difficult to get help if you are stuck. Decent course with an unempathetic and narcissistic professor."
Bruce Randall Donald,2.4,"Awful class and awful professor. So many homework assignments. If you're stuck on an assignment, you're in trouble, since the Office Hours are packed and you have a limited time to receive help. "
Bruce Randall Donald,2.4,"I hated the flipped classroom. The lectures were just Zoom recordings from last year, and quality was terrible. The in-person lecture was a Q&A session, but it was useless. Students asked either basic understanding questions that others already understood, or very abstract and irrelevant things. Large number of assignments; the grind never stops. "
Bruce Randall Donald,2.4,"Incredibly lazy and arrogant professor who uses past recorded lectures instead of lecturing in person. Believes flipped classroom is superior, going to class in person is worthless. Hid final exam grades and deleted course website after final grades were released. Tough grading with no partial credit. Take the substitution courses instead of CS230."
Bruce Randall Donald,2.4,"This class was a nightmare. The flipped classroom approach was terrible, with him requiring us to watch recorded lectures on content that never came up on assignments or exams, and no one coming to class in person which made in-person lectures terrible and unhelpful. Go to office hours, some of the TAs (Matt <3) are great and actually care."
Bruce Randall Donald,2.4,"By far the worst class Ive ever taken and hopefully will ever take. I wont bother to reiterate what everyone else is saying, but I wanted to provide my opinion as someone who did very well in the class. Do not take cs 230 with Bruce Donald. This professor and class are an embarrassment to Dukes CS department."
Bruce Randall Donald,2.4,"Had very unclear expectationsgrades were set up such that you had no idea what youd get until the end. The flipped classroom technique and haphazard website made it extremely difficult and frustrating to actually learn the material. Tests and homework were designed to exceed the expected level of comprehension, which felt very disheartening."
Bruce Randall Donald,2.4,"2 things to add. #1 ""Short assignments"" are not short at all and often test concepts above what is needed or even learned in class (some TAs don't even know how to do them). #2 He is so out of touch. Acts so smug thinking his silly math/statistics brain teasers could be asked in our interviews. And is so proud of knowing the answers when we don't??"
Bruce Randall Donald,2.4,"Doesn't teach anymore and delegated grading to an awful head UTA. Extremely harsh grading, complete lack of transparency, and overall just an enjoyable class. Take this class in the spring if possible, or get the Substitution. Maybe with a better head UTA this class will improve, but don't count on it. Very shady, non-responsive, and unhelpful."
Bruce Randall Donald,2.4,"350 characters isnt enough to describe how awful this class is. Useless material. Lazy flipped lecture format. ZERO clarity in grading (literally refused to answer questions about it). Hes absurdly arrogant. Wants students to fail. Obscene amounts of work. Zero practice for tests, which he designs with a mean of 50. If u wanna hate CS, take this."
Bruce Randall Donald,2.4,Not a single concept is useful. Horrible teacher. Consistently assesses you on content BEFORE it is formally taught. Practically 0 partial credit given if even one minor detail is off. Head TA is even more demonic than professor and enjoys watching students suffer. Attempted to conceal students' grades on final exam and forbade regrade requests.
Bruce Randall Donald,2.4,"This class is absolutely terrible. Grading for exams is harsh, give no partial points if part of your answer is correct. Some TAs are really unhelpful and mean. You learn nothing useful, feels like a complete waste of time. Exam prep tips are always unclear. The teaching team is just uncaring in general and only wants everyone to have poor scores."
Bruce Randall Donald,2.4,"Echoing others' frustrations, the absolute worst aspect of this class was the flipped classroom. Most lazy thing ever, in-person lectures were useless. That leads into problem 2: lectures and recitations quickly devolve into getting too specific into theory and neglecting to teach what you actually need to know for tests. Tests are the hardest ever"
Bruce Randall Donald,2.4,"Why in the world would you choose to reuse your ultra boring, hour-long recorded quarantine lectures instead of actually teaching us in class?? This added an additional 2+ hours of mind numbing lecture outside of class time every week on top of the already frenetic pace of assignments. This class was a true nightmare."
Robert Duvall,2.4,"No feedback, unclear grading criteria. Communication skills very subpar. Good programmer but very bad instructor"
Robert Duvall,2.4,Duvall is tough but really knows his stuff. You'll learn a lot from the class if you have the right attitude. Not sure why people are complaining that he is condescending/doesn't respect his students. He does seem to have a low tolerance for incompetence but if you put in the effort you won't feel disrespected
Robert Duvall,2.4,"Can't say more how much I've learned in this course. I look back at my code I wrote before taking this course and looks so bad. I had a pretty solid Java background, but still learned a lot. You can also learn from great team mates, and professor is passionate about what he teaches. But don't take if you're not as passionate about software dev."
Robert Duvall,2.4,"I don't think this class could make significant improvement to a student's coding ability IF you are not somewhat already good at Java and familiar with polymorphism or OOP and such. That said, if you are already a good coder who has done super well in 201, you probably still need a bit of other knowledge to do well in this class. "
Robert Duvall,2.4,I thought he was rather disorganized and didn't tell us about assignments that were on class websites.
Robert Duvall,2.4,Grades were arbitrary and only given for a very few number of assignments. You are better served learning this material from an internship or work than in this class.
Robert Duvall,2.4,"Class is VERY project-based (one a week), and there is a learning curve for new programmers. But, Professor Duvall answered specific questions on class forum in very timely fashion, always had extra office hours available, and would stay an hour after class to help each student that needed it. I had no prior experience. Now, CS 201 bound."
Robert Duvall,2.4,I had to sign up for CAPs after this class. No feedback/grading until you receive a surprise final grade. Senior Lecturer Duvall is condescending and single-handedly snuffs out the hopes of the ECE/CS. Impossible workload. This is a course where you can give it your full 20 hr+ a week best effort and end with a surprise B. Do not take.
Robert Duvall,2.4,"The class promises a lot, most of which are useful skills to have in preparation for entering the industry. Unfortunately, the course is ironically designed poorly for learning. The lectures are pointless , and there is no feedback until the end making it impossible to gauge how you are doing with improving as a developer. "
Robert Duvall,2.4,"Started well, but it became clear he struggles to connect with students. Though he tried to be accessible to us, his lectures were long and pointless, the work was tedious or difficult, and prior computer science experience became almost essential. I did not enjoy attending this class and will likely not take another CS course because of it."
Robert Duvall,2.4,"308 is by far the most useful CS class I've ever taken. Professor Duvall knows a lot about project design and in-class examples + labs make the topics clear. The projects and readings are a lot of work, but he does not expect you to implement every feature in the guidelines. I would recommend taking this course with three other easy courses. "
Robert Duvall,2.4,"Duvall and his class(es) are super tough, and the comments are correct in the expectation of spending 30+ hours per week outside of class on his work. He may come off as condescending in lectures but if you meet with him one on one or ask for help at any point, he is so there for you. He really cares about his students, and you can learn so much!!"
Robert Duvall,2.4,"Beyond what others have said: The lectures lack structure and his exceptions can often be unclear. You won't have a clue what your grade is until after the end of semester. I know multiple people who dropped either ECE or CS in order to avoid this class along with CS 330. With that said, the class does give you things to talk about in interviews."
Robert Duvall,2.4,"Okay, if you want to know about software, take this course. But keep in mind that this course will take at least 30+hrs of commitment every week, just as an internship would. With that said, students are often overwhelmed by the amount of work and claim that they haven't ""learned"" anything. However, if you put in the time, you will learn A LOT!"
Robert Duvall,2.4,CS290 started strong with an incredible compilation of resources and examples for web dev. Duvall unfortunately is as poor an instructor as others note. Zero grading and zero grading criteria before the end of the semester. Ive never had a professor so disrespectful of his students  he is violent with our time and assumes the worst intentions.
Robert Duvall,2.4,"He is certainly knowledgeable about coding, but is poor at running a class. We received no grades besides one midterm grade on DukeHub and then our final grade. There is no grading structure. Also, a lot of writing assignments with no feedback. Only learned due to personal research. A lot of effort and time, the projects are insane."
Robert Duvall,2.4,"290 was better than 307 because it didn't have all the unnecessary documentation and busywork, but projects were still very time-consuming. Condescending, but it's never personal and you should just take it with a grain of salt. A LOT of work, but you will learn more coding skills in a Duvall class than almost all other CS classes at Duke."
Robert Duvall,2.4,"This class was a lot of work. I don't think students are expected to actually complete the projects. Although Duvall may not have industry experience, he knows a lot about programming/Java and taught me a ton about good coding practices. Absolutely the most useful class I have taken so far at Duke, would recommend for people interested in software"
Robert Duvall,2.4,"Prof. Duvall is incredibly condescending in his demeanor, and his lectures are completely ineffective. Several amounted to nothing more than a ""chewing out"" of teams that had failed to pay tithe to the self-appointed ""God of Agile"" whom, afaik, has never worked a day in the industry in his life. Project feedback is infrequent and of poor quality."
Robert Duvall,2.4,Please dont take this class! The entire setup of the course makes it impossible to learn what he is trying to teach. Why setup a class on software design to have projects each with an impossible amount of features to implement? The amount of work required is absurd and made an isolated college experience in the midst of a pandemic even worse.������
Brandon Fain,4.8,Brandon Fain was very helpful and understanding!
Brandon Fain,4.8,"Everything on the exams he covers in lectures, so the exams are fair, you just have to put in the work to understand the content. Go into the lectures having read some of the textbook on the topic of that day so that you are not struggling to understand what he's talking about in class. Start projects early. Great professor and super nice overall. "
Brandon Fain,4.8,"Offers no help to students through TAs so assignments are confusing (TAs are not given rubrics or keys so even TAs are confused). Yelled at us after a test one time (?). Incredibly condescending with a fast-paced curriculum that nobody could keep up with (40% average on final exam). Honestly the worst class I have ever taken, wouldn't take again."
Brandon Fain,4.8,The lectures are very well explained and concise. Although sometimes he breezes through some topics he's generally a very great lecturer and teacher.
Brandon Fain,4.8,"Fain was fairly helpful in teaching Data Structures and Algorithms. The lectures were somewhat boring, and there's always consistent assignments. A lot of how the course will go for you depends on your previous experience with coding. He's also like 5'3 lol"
Brandon Fain,4.8,"This class is tedious and difficult. The lectures focus on confusing abstract topics, but the tests are mainly about coding. The class does not teach how to code, but focuses on how to find the runtime complexity and memory of methods or code chunks. Exams are hard, you will need help on projects."
Brandon Fain,4.8,Professor Fain is a very accommodating professor and an amazing lecturer. He tries to explain every concept very clearly and takes time to clear up doubts. He is very generous with extensions and partial credits. He makes sure that you don't have to read the textbook after listening to the lecture and/or going through his slides.
Brandon Fain,4.8,"CS201 is interesting enough, but Fain is a monotone and boring lecturer. "
Brandon Fain,4.8,"Great introduction to Java and data structures and algorithms! It is a tough class, no doubt, especially if you don't have Java background, and there is a learning curve, but you learn many skills. His grading policy affords MANY opportunties to get maintain good grades (participation, discussion, projects, APTs) and your final is optional."
Brandon Fain,4.8,"Professor Fain is an engaging and entertaining lecturer who teaches the class in a clear and fun manner. The concepts are all interesting, well as interesting as data structures and algorithms can be. APTs allow for low stress practice, and the exams are all fairly straightforward given you study properly."
Brandon Fain,4.8,"Professor Fain is such a nice guy. He is very smart but he makes you feel comfortable when you ask him questions, and his office hours are very helpful. His lectures are very clear and he really tries to make them engaging. Grading criterial is super clear and will drop your lowest grades on everything. "
Brandon Fain,4.8,"Loved the class. The lectures were super clear and interesting. Projects were pretty hard but fun, and not very time-consuming. If you actually show up to class and do the work, you'll have an amazing experience with Fain."
Brandon Fain,4.8,"He's obviously really passionate and cares about CS, but he can be out of touch with students. One of the smartest guys ever though."
Brandon Fain,4.8,Prior coding experience especially in Java makes a huge difference. Very different/harder than CS 101. Good lecturer and fair. Nice dude.
Brandon Fain,4.8,"This is my second class with Prof Fain and I'm currently taking it. I feel his lectures sound like they have been practiced several times. He speaks undisrupted without pause or even a simple ""like"" or ""um"". Also speaks in a very elevated way when it comes to word choice. Kinda hard to focus and listen to imo. Class seems fair, however. "
Brandon Fain,4.8,Just have to put in the work. He definitely creates a fair rubric but a couple screw ups can tank your grade
Brandon Fain,4.8,The class is well-structured and has a lot of opportunities to score well. Exam retakes are built into the grading system. Lectures are recorded which is a big advantage but discussion sections aren't productive.
Brandon Fain,4.8,"If you've never coded in Java before, I would recomend spending some time before the class starts getting familiar with the basics using literally any online mini course type thing. Fain is very supportive, the grading is generous, and there's a lot of resources if you're struggling."
Brandon Fain,4.8,"Don't buy the online zybook, its a waste of money. I never used it once. Be sure to give yourself at least 2-3 days on all projects, even if you are good at CS, as it's possible to get stuck. Otherwise, great teaching makes the class relatively easy."
Brandon Fain,4.8,"Prof Fain truly cares about his students and provides many opportunities to boost your grade through projects, APTs, etc. The testing format is 3 midterms, each with a corresponding section on the exam that serves as a make-up or re-do if you do not like your grade on the previous exam. The exams are SUPER similar to the practice exams. Love Fain!"
Rong Ge,5,"The first third of the class is the most challenging, and it can be tough to get up to speed if you haven't written proofs before. However, the assignments are clear and office hours are helpful for completing them. Professor Ge is extremely clear in his explanations, and the course was arranged in a way that made the different topics very explicit"
Rong Ge,5,"The homeworks can be pretty time-intensive, but once you figure out the expectations for proofs the whole class becomes a lot easier. Rong gives much more manageable and reasonable exam questions compared to the other profs for this class, so would recommend taking it with him if you can!"
Rong Ge,5,"It's like he's injecting knowledge directly into your brain when he's teaching. Rong G., the G stands for GOAT."
Rong Ge,5,RonGOAT 
Rong Ge,5,"A very good professor, and probably the best at Duke CS to take the class with. He is a good lecturer, and if you take the time to watch and understand the lectures, the class becomes a lot simpler. Extremely straightforward with his exams, and arguably lenient with grading criteria on exams. Frontloaded workload for HW; easier after midterm 1."
Rong Ge,5,He is so amazing! Content and homework is not easy but he is sooooooo helpful after class and during OH. Would literally guide me through homework questions step by step during OH or stay back after class because of my questions. Everyone is happy about the final grade he gave as he was being lenient.
Rong Ge,5,Very hard course. A lot of proofs to formulate and lots of time-consuming HW/tests.
Rong Ge,5,"This class was horrible online. The recorded lectures didn't help me at all and I ended up looking at Stanford's equivalent class for help. TA's were very helpful for the HW, try to do the HW with friends if possible. Tests were extremely difficult and so was the final with a 60 average. Tried to curve the whole class down by a whole letter grade."
Rong Ge,5,Professor Ge (co-teaching with Professor Panigrahi) was an excellent lecturer and explained all the covered concepts well. This class also had many opportunities to clear up confusions through TA office hours and synchronous lectures. Professor Ge was also very understanding with long exam slots.
Rong Ge,5,He gives really good lectures that are recorded. Problem sets take time but TAs can be helpful. Exams are hard but the class is curved. I think he's the clearest lecturer out of the profs who teach 330.
Rong Ge,5,"Perhaps Ge did not transition well to online learning but 330 with him was a pain. None of his recorded videos were understandable, one had to rewatch multiple times, exams and tests were hard and graded toughly. Doesn't really care nor interact with the students, no opportunity for 1-1, always refers you to the TAs who were extremely disorganized."
Rong Ge,5,"Amazing professor, does a great job explaining complicated concepts. Weekly problem sets that are pretty difficult. Midterms are fair, but are not easy by any means."
Rong Ge,5,"Amazing professor who gives clear lectures. All lectures are recorded online. Some of the homework assignments are very difficult, so get started early. Tests are not easy, but are very fair. One of the best professors I've had, though."
Rong Ge,5,"330 is a hard class, but Rong is the prof to take it with. He's a solid lecturer who's always willing to answer questions, and lectures are recorded so you can digest the material at your own pace. Weekly HW takes time, but grading is fair and office hours (Rong + TAs) really helped. Exams aren't easy, though you can do well with consistent effort."
Rong Ge,5,"The class is very difficult, but the material is easy to digest. It also has one of the fairest and clearest grading criteria of any cs class I've taken. The only work in this class consists of completing the homework and preparing for the exams, which both drop your lowest grade."
Rong Ge,5,"Professor Ge is a solid professor, knows his stuff, really cares about his students, and knows it's a challenging class. Homework is hard, but it's not entirely his fault. Two major gripes: (1) his teaching style did not click at all for me, so recitation was where I really learned, and (2) he hand-waves over important details in lecture."
